0.588,1,1,-1,-1
0.286,-1,1,1,-1
0.227,-1,1,-1,-1
0.182,1,-1,1,-1
0.175,1,-1,-1,-1
0.141,1,-1,1,-1
0.130,1,-1,-1,-1
0.122,1,-1,-1,1
0.102,1,-1,1,-1
0.072,1,-1,-1,1
0.071,1,-1,1,1
0.054,1,-1,1,-1
